index,col0,col1,col2,col3,color
11381,22730,23843,31729,35029,0
11382,28,20758,20285,1201,4
11383,39357,35052,16891,33807,1
11384,27486,4602,33871,37924,4
11385,29109,22198,17294,2637,2
11386,25658,14411,8379,12684,1
11387,3036,16549,13076,2880,0
11388,12137,20400,26807,16303,3
11389,23039,18419,37037,34210,1
11390,3148,31840,1191,15254,4
11391,22753,14565,22385,11132,4
11392,25119,22235,2844,5216,3
11393,6686,7673,8516,4482,1
11394,21800,24023,18074,20789,4
11395,22140,34225,27785,932,0
11396,278,20054,5579,22524,3
11397,9850,18849,16054,33333,1
11398,1979,13371,6063,19478,0
11399,9816,38180,35822,8113,4
11400,4042,6879,30615,12154,4
11401,29181,15248,1538,33161,0
11402,37457,19729,38207,1664,1
11403,39794,25080,33960,14479,3
11404,34178,27663,19051,216,0
11405,26493,13584,853,8547,3
11406,13979,15216,21990,1228,4
11407,12999,38652,32193,9016,3
11408,32387,32102,25528,21605,0
11409,38839,15971,5719,26954,1
11410,39713,39448,21748,28936,1
11411,10928,29392,25421,35126,1
11412,16569,18390,636,12059,0
11413,32876,35899,27945,28734,0
11414,13734,5310,26798,36310,4
11415,37704,5218,39229,34272,3
11416,2224,24634,8553,28704,2
11417,30795,16952,21857,8492,3
11418,595,22789,2013,33070,1
11419,32704,24596,26964,31641,3
11420,8962,7532,22893,21892,2
11421,34160,34685,24739,10856,0
11422,35214,4004,25853,20803,3
11423,36542,13402,3991,31495,3
11424,9983,16983,7404,30328,0
11425,36657,6095,1967,4510,2
11426,15823,27421,12517,1836,3
11427,25239,31246,34970,1311,0
11428,34828,17872,22499,8399,1
11429,27120,33418,12612,11147,0
11430,28184,19119,20269,36923,4
11431,19391,15259,32079,7625,1
11432,5337,17134,12849,33452,0
11433,37259,2737,27203,26933,4
11434,34527,24955,25817,35111,4
11435,34035,35702,39433,7799,1
11436,32232,1511,18137,4956,1
11437,5830,33165,36989,36041,4
11438,30557,38789,7729,3996,3
11439,30444,26434,18256,14039,0
11440,34015,22450,4004,35258,2
11441,4602,5510,27692,20969,3
11442,39239,27422,26202,22541,4
11443,32897,39065,19937,19900,4
11444,5368,4671,21550,9544,3
11445,35555,28284,16109,32261,2
11446,15521,11120,34586,6232,3
11447,32416,706,24462,37615,3
11448,9580,2961,39378,33887,4
11449,32180,12910,25991,25489,1
11450,6853,13919,25697,8712,2
11451,36515,27099,8666,10809,3
11452,5330,8236,8746,8033,1
11453,14381,23928,11059,35128,1
11454,32861,25350,17943,15203,4
11455,13546,20800,810,10715,4
11456,25957,36371,7529,782,0
11457,18568,39892,35208,32825,4
11458,22318,27042,4166,9172,3
11459,32035,37541,19251,43,0
11460,32601,1519,14077,22941,3
11461,18217,17505,37774,35386,0
11462,13158,37726,14475,39402,2
11463,4684,2081,1563,34525,1
11464,29892,29040,31482,34637,4
11465,26487,28135,2549,14737,2
11466,20061,15333,26810,24201,4
11467,35564,20646,11469,25668,2
11468,34469,26227,34348,15295,1
11469,168,35628,38975,39868,3
11470,5592,24194,34309,588,3
11471,31000,28660,26590,32505,1
11472,9715,38530,28594,39721,3
11473,33165,10467,3773,23086,0
11474,22878,7543,31455,31889,3
11475,18557,16445,36521,20261,2
11476,19165,29182,37543,36621,0
11477,18173,553,19781,24876,3
11478,5718,12874,25373,8516,4
11479,29131,16625,30295,13124,2
11480,5404,5670,33819,27940,0
11481,23049,34942,22334,144,3
11482,22869,34479,34635,30725,3
11483,4086,18779,38085,6410,4
11484,13083,3893,17786,27884,3
11485,4971,22383,28517,10636,0
11486,24460,7048,16947,37650,2
11487,14205,34776,12803,12142,4
11488,29446,35121,14857,33941,2
11489,16133,10849,33241,33435,2
11490,33876,33118,17184,27466,2
11491,4384,14934,29470,39977,0
11492,8269,24246,355,13889,2
11493,26031,10872,29301,25486,2
11494,23051,6218,21347,29907,3
11495,6592,23288,38111,15171,3
11496,33710,7886,37026,27555,4
11497,30712,1526,10022,8210,2
11498,38426,39003,22472,37375,2
11499,7917,21398,27758,3665,4
11500,16245,5761,16326,14183,0
11501,37449,20250,18354,5288,2
11502,25093,10091,30817,12050,4
11503,33353,25450,10449,469,3
11504,6182,32696,32532,22171,4
11505,35345,24385,32850,13448,2
11506,27791,6248,27884,35447,1
11507,28299,39361,32607,30329,4
11508,35040,18011,6197,36397,4
11509,19917,25271,6738,22415,4
11510,15716,32239,37051,29056,0
11511,2583,32510,26454,25973,3
11512,12901,17298,911,13926,1
11513,27607,10462,19532,5659,1
11514,29963,26510,5597,32873,1
11515,16404,19778,21661,24652,4
11516,24294,30096,22902,14364,1
11517,2217,19342,31874,4958,2
11518,29774,10208,19818,8099,3
11519,3745,31634,26349,5722,1
11520,30493,24079,15542,36632,4
11521,36103,23251,6366,6171,2
11522,260,26062,13032,414,3
11523,696,12575,11342,32078,0
11524,36273,15554,1107,38025,4
11525,32050,31883,11299,22110,3
11526,3993,14209,31431,13548,3
11527,27875,19600,3526,10034,3
11528,30713,23804,10191,9865,2
11529,38330,7917,22568,29263,4
11530,18223,30902,32548,29534,3
11531,36127,12094,8296,17725,0
11532,4189,30848,24168,28698,4
11533,27072,35014,27125,27938,4
11534,23686,19975,36976,24110,4
11535,25475,7306,27503,3353,2
11536,28900,15287,19502,30046,0
11537,31134,16308,26683,20460,3
11538,5526,25060,2289,24177,1
11539,13712,38887,10580,9663,3
11540,5199,28304,39172,18501,4
11541,9575,18387,20082,4019,4
11542,23687,38181,21132,1133,3
11543,39166,12618,25927,9771,0
11544,9853,23818,31064,1096,1
11545,20724,22624,6008,13693,0
11546,15177,16293,16479,30184,2
11547,16006,32202,871,20435,2
11548,29093,22881,36721,32966,4
11549,32040,16568,3629,2621,4
11550,23777,15215,37263,19152,0
11551,7346,30013,12613,4919,4
11552,15666,11987,1370,30401,4
11553,36835,24748,9122,2775,0
11554,17205,22572,19543,5858,3
11555,8885,25785,9236,21043,0
11556,13350,31503,16640,10321,0
11557,18510,12634,18337,13920,1
11558,36554,9859,35073,34546,2
11559,26398,16204,35465,9440,1
11560,14963,20084,3656,6328,4
11561,27683,23706,1558,14471,0
11562,27398,39466,21282,36501,3
11563,366,9029,26756,38216,2
11564,36357,4126,33016,31937,0
11565,15,3739,19999,28001,0
11566,6226,1207,12205,12337,4
11567,32708,401,33137,38133,2
11568,29902,16628,12880,20990,0
11569,17867,11520,38369,3713,3
11570,32169,39997,9688,10203,1
11571,15222,34315,19479,30251,3
11572,12672,30254,31630,17254,2
11573,6626,6113,19202,28247,1
11574,25029,2242,35669,38889,3
11575,25773,13041,2726,6795,1
11576,16257,35458,8306,10905,0
11577,22058,32853,34693,2632,4
11578,1884,12767,4471,37222,0
11579,31415,12322,28077,12346,0
11580,35031,38437,34511,27038,3
11581,36156,3782,4228,28318,2
11582,28180,31570,9468,21806,1
11583,29578,18245,3313,6546,4
11584,2888,10148,37614,4341,4
11585,13883,37003,21998,33209,3
11586,18147,22642,11808,7367,1
11587,12531,27624,31463,29961,3
11588,2527,13359,27658,4018,1
11589,7449,25128,24322,16343,0
11590,16227,20111,10921,29174,2
11591,25187,17709,12924,32363,1
11592,20923,16100,4392,352,2
11593,30089,17484,37682,13759,4
11594,25823,25791,30201,13769,3
11595,38735,121,11152,21914,2
11596,13215,25711,14890,16259,0
11597,18178,18059,27167,9479,1
11598,11222,29046,2173,34544,1
11599,20225,30017,13360,31446,0
11600,19023,23711,8254,1518,2
11601,25489,28378,13061,35204,4
11602,34876,16873,29542,20318,2
11603,9149,24339,1401,4982,2
11604,21483,31737,9470,30210,0
11605,13167,28463,29400,26299,4
11606,6607,18294,8932,15546,1
11607,36408,13175,1429,10366,1
11608,31839,1670,2408,33822,3
11609,7875,13513,2180,21214,1
11610,1543,19175,26248,6429,3
11611,36091,9986,23120,38846,4
11612,37968,35871,18268,23551,2
11613,936,27688,15829,21580,1
11614,4150,3825,1277,3089,1
11615,13000,37318,2420,33762,1
11616,30849,32018,6609,31125,1
11617,2560,21147,36947,8974,4
11618,23561,36361,12995,30193,2
11619,19796,19280,19603,25541,3
11620,39827,35544,11836,6155,0
11621,15252,28212,18603,23909,3
11622,14085,22723,9505,23714,0
11623,20883,11163,19725,33065,0
11624,1649,36440,11064,15504,2
11625,25282,6960,36522,28002,4
11626,28116,13800,277,10942,1
11627,2452,38387,5341,33957,1
11628,13993,23724,37664,8001,2
11629,29630,15883,31444,6897,2
11630,24296,8677,29191,27640,1
11631,12384,27670,7222,31644,2
11632,33012,10561,37091,2258,2
11633,35714,22316,31296,31600,1
11634,29620,25496,19274,33367,2
11635,31234,6742,11940,38621,1
11636,10184,31618,11096,31846,1
11637,14391,1314,5766,35492,0
11638,30436,37823,14926,11214,2
11639,33343,22514,24042,29221,2
11640,24936,38787,31734,3846,2
11641,10551,14974,8858,350,0
11642,27427,25107,15623,37342,3
11643,27195,22319,5590,35514,1
11644,20357,32597,3344,10993,4
11645,34565,7770,37802,7900,2
11646,31751,8775,17921,36430,0
11647,38516,30669,25088,6951,0
11648,28722,530,14497,434,4
11649,12379,22040,28926,18244,3
11650,11436,32307,33188,13207,4
11651,5529,25076,7407,12389,2
11652,20156,22363,473,39564,1
11653,13387,625,31883,11390,0
11654,3876,5432,4479,3232,1
11655,17723,26945,34425,30886,3
11656,11936,14730,30987,4223,2
11657,37496,11935,6339,35170,0
11658,25008,16516,29534,31591,3
11659,16450,2247,19265,36784,2
11660,11009,13955,18056,33708,4
11661,39313,14553,27281,35042,1
11662,36462,2888,33416,2248,4
11663,12583,21941,29084,26994,1
11664,9851,20548,21686,8834,4
11665,34658,11151,6059,24053,2
11666,9480,15000,14476,28453,0
11667,37363,16771,33432,29344,1
11668,15618,27608,18290,3180,3
11669,27749,25549,19616,32374,1
11670,39949,681,3869,39380,0
11671,36384,9912,39460,24992,1
11672,33579,19825,34482,32432,2
11673,13877,22663,20926,24534,2
11674,3050,27792,19648,18215,3
11675,4232,23674,19465,14394,1
11676,31283,36206,19778,2604,4
11677,30414,18398,16642,24084,0
11678,35034,34036,5480,3356,3
11679,37167,22032,38263,16680,3
11680,3859,32326,35983,6673,3
11681,2338,12445,25522,28798,4
11682,29115,28471,26292,4742,4
11683,39565,36818,371,25564,3
11684,37293,26598,20333,7909,3
11685,15012,39344,5367,2038,3
11686,36698,31419,6357,21999,1
11687,38358,2590,596,36966,2
11688,7191,1275,17155,23195,4
11689,31086,15509,25969,39534,4
11690,2677,17542,27447,18310,1
11691,26771,13098,33851,19217,1
11692,576,36581,9552,11428,0
11693,32556,28616,22183,3839,4
11694,8980,5245,7371,10756,4
11695,26060,11409,25955,26407,0
11696,11621,16638,28057,23936,1
11697,29639,28937,2035,4272,4
11698,3523,3297,23632,33091,1
11699,26464,28381,31075,27139,1
11700,18646,19037,17146,18127,1
11701,28598,27056,27749,9980,2
11702,24822,13814,29154,2312,1
11703,24882,35330,29733,31141,1
11704,30434,26980,37249,10829,1
11705,27135,29004,18059,15512,3
11706,13429,22676,19855,28519,3
11707,10865,924,10586,25798,3
11708,881,23190,12908,6550,3
11709,5778,23325,33880,11999,1
11710,23231,37217,17120,1470,4
11711,28368,22725,12655,13491,0
11712,3603,12918,2836,11427,3
11713,25384,37252,27645,25482,2
11714,35493,25455,21093,19290,2
11715,36758,36793,2921,14208,1
11716,26063,13045,34922,20551,0
11717,7827,11703,19615,5142,4
11718,20437,10642,27620,12617,4
11719,39692,15251,38518,35834,2
11720,7891,34442,9752,10787,3
11721,9842,4623,3013,9557,0
11722,15930,38507,34524,9648,3
11723,13101,9590,35916,32921,3
11724,7255,19623,6260,13507,0
11725,2358,27035,9988,26944,4
11726,11483,39173,19560,22887,4
11727,34136,964,20547,334,1
11728,18504,34004,8974,32248,1
11729,27460,10525,8023,23946,3
11730,19497,34832,24801,4281,1
11731,30724,17550,5952,10927,3
11732,31660,32087,1535,34775,0
11733,37957,35172,38864,15730,2
11734,30385,10951,1815,5311,2
11735,37438,9688,38698,26969,4
11736,18032,6304,15702,3759,1
11737,30794,27141,26091,33964,4
11738,11198,18348,14163,28162,1
11739,19392,37510,15335,23952,2
11740,22346,28107,39746,4570,3
11741,35206,38817,7255,26344,3
11742,32817,30540,8170,22254,4
11743,29264,11523,8845,39192,0
11744,12482,10846,14029,12588,4
11745,2937,9555,34339,29047,0
11746,24601,6915,25616,542,3
11747,8792,37140,20907,2032,1
11748,5284,9275,5656,11143,3
11749,10877,36006,23782,30956,1
11750,8105,17426,32536,39914,3
11751,3038,37338,19574,36169,1
11752,6183,6498,22058,1984,0
11753,28468,19744,6653,18681,4
11754,30342,30630,34093,34450,3
11755,21414,15845,39819,20242,2
11756,28891,37207,9533,37671,3
11757,21687,13845,8957,37592,1
11758,27068,8382,26849,38872,1
11759,11344,27122,21345,18799,3
11760,16959,29138,3637,18609,0
11761,36664,153,30068,26878,2
11762,7079,15072,23821,14048,1
11763,1228,24424,32868,25459,0
11764,10234,11345,22827,32730,4
11765,28773,15130,17985,1947,3
11766,26497,3741,28806,13928,0
11767,39127,2905,17457,28351,0
11768,27102,16255,2284,20316,0
11769,18555,5500,32281,34366,3
11770,23204,33460,4538,28585,4
11771,1453,14793,20719,27774,0
11772,31818,2889,28183,7274,4
11773,28834,14392,23510,30717,2
11774,33293,26552,34638,6352,4
11775,23057,16087,37493,10462,2
11776,21616,2702,26573,13972,3
11777,36892,35588,21832,38519,3
11778,26508,8943,156,25673,0
11779,13803,4180,35055,38789,3
11780,18416,1739,27458,23419,1
11781,2199,29646,21259,2544,4
11782,17101,29799,6669,36851,3
11783,1618,26173,9335,26826,2
11784,4454,1327,647,10928,2
11785,25436,5116,33843,31923,1
11786,5914,28815,8451,3400,3
11787,26187,21649,23983,3974,0
11788,32471,21723,22173,26766,3
11789,17828,9787,21195,7125,1
11790,12029,15436,20711,38012,1
11791,33581,2619,37455,34932,4
11792,5729,37635,23916,38467,1
11793,23794,34634,34713,12911,0
11794,10341,32934,36665,11113,2
11795,30010,118,32844,25458,3
11796,22642,34067,11928,20181,2
11797,49,22806,3827,10499,3
11798,19161,31886,24107,3566,1
11799,6833,13884,39780,36998,2
11800,2737,28022,10621,16888,4
11801,1233,6470,5066,31848,2
11802,24272,18818,6349,118,3
11803,38769,20517,36919,375,2
11804,395,24274,19013,32224,1
11805,25325,28772,12254,30101,2
11806,19079,6901,35374,23858,0
11807,22988,14909,15146,32537,1
11808,16995,16441,12684,817,2
11809,5722,14898,29378,4992,1
11810,10639,32459,29141,24261,2
11811,27327,32129,3152,38050,4
11812,21287,17012,4850,6426,0
11813,20324,38636,26632,31392,2
11814,20415,18807,15269,1235,2
11815,3457,27888,22065,8912,0
11816,12435,10298,23609,13543,4
11817,27602,1221,25836,8194,0
11818,31246,17744,434,16159,4
11819,1273,29786,25266,14118,4
11820,3842,33255,21081,22025,0
11821,192,7101,13557,24482,4
11822,33591,25230,3896,474,3
11823,10010,16168,4290,26193,3
11824,30181,23771,27457,9460,2
11825,8861,3977,10328,27490,4
11826,7842,31825,37684,26230,0
11827,22026,34089,32652,28,4
11828,9572,39325,23531,33898,3
11829,32618,4905,2564,35806,4
11830,4366,28908,22143,29298,1
11831,11797,36877,35038,8076,3
11832,4974,24090,39162,17230,2
11833,14237,22401,8304,8180,2
11834,31121,23786,34743,13182,2
11835,5331,12797,5697,7795,3
11836,9359,26391,24389,19725,2
11837,6921,15407,38541,12076,0
11838,38859,35769,38715,24918,1
11839,21127,25614,32599,3889,1
11840,32745,39897,26419,25724,1
11841,5833,273,27012,8012,4
11842,9282,4926,35977,26688,3
11843,2491,22959,36875,14376,1
11844,26041,21618,7149,29578,3
11845,9823,18295,136,8513,3
11846,24436,19806,36253,27636,4
11847,17840,29038,10312,38895,0
11848,813,3905,26765,11849,3
11849,14520,22068,26501,3057,2
11850,13465,20784,38059,11581,2
11851,23393,461,20505,8846,2
11852,32820,13866,36030,2027,2
11853,26642,31295,3709,10225,0
11854,17779,27894,8343,4738,3
11855,30223,13563,20846,25985,0
11856,1559,6899,8617,37782,2
11857,23337,33315,20774,31196,4
11858,607,31450,9371,22649,1
11859,19942,6673,25460,17555,2
11860,23235,33104,15826,13544,2
11861,36558,7623,29082,28705,4
11862,17618,39410,9426,4108,2
11863,38564,37063,6269,7793,1
11864,12,30895,6401,33120,4
11865,29781,39881,8794,1706,1
11866,32725,16287,2401,25154,4
11867,3326,20329,4727,18266,0
11868,27456,23548,5428,4474,4
11869,17638,18624,35821,24138,1
11870,18155,37585,508,13530,4
11871,16048,37103,14849,26264,0
11872,19771,33486,30970,8740,4
11873,33481,24523,20406,1298,1
11874,39726,7401,34614,8638,2
11875,25446,35768,13708,25163,0
11876,25692,28987,26060,21516,0
11877,21326,31648,12483,37206,2
11878,34060,26593,6036,36358,2
11879,23767,26683,37015,24216,2
11880,11641,17646,29928,11165,1
11881,926,21747,19120,1419,1
11882,24745,15691,21613,29084,2
11883,28363,5139,34459,25995,3
11884,8958,30149,31573,12148,1
11885,21807,26763,10493,39956,1
11886,5406,5662,17636,24630,1
11887,15743,38111,14794,480,3
11888,13148,1335,269,18365,4
11889,12205,39566,17575,21904,2
11890,5558,27,27728,9693,0
11891,24383,7761,16571,26128,0
11892,30189,16126,33481,23584,4
11893,3367,19938,39748,32350,3
11894,16315,33612,13006,6107,4
11895,25458,23227,2089,5630,2
11896,26451,39871,12464,36062,1
11897,37461,30558,9717,24460,1
11898,570,4407,32247,33468,2
11899,7678,12044,10917,5078,0
11900,36084,35680,34963,24684,1
11901,19259,25375,19401,8955,0
11902,5947,13432,23687,6503,1
11903,28229,29673,24961,11531,0
11904,16974,37809,13200,10181,2
11905,27553,20923,16702,25204,4
11906,30757,10217,4037,39807,0
11907,1019,5969,39178,2239,4
11908,18420,26919,5949,12386,3
11909,8307,14379,230,7791,1
11910,8593,10220,10616,1264,3
11911,26696,7765,23033,35480,2
11912,6408,27607,27078,35916,1
11913,24222,38824,23864,2040,0
11914,16682,13618,1312,22057,0
11915,22699,4718,17448,33457,4
11916,1687,35109,6353,36511,1
11917,14901,22534,8717,4403,3
11918,28880,10818,26337,1606,0
11919,7403,32351,22071,30997,1
11920,28850,16326,6875,18931,0
11921,25327,20680,11242,22400,4
11922,16650,7305,38694,33730,0
11923,12202,28080,25114,1629,4
11924,27163,10111,10618,19,0
11925,12138,38255,29590,12113,3
11926,7560,15063,18127,15184,1
11927,30525,24707,17689,32051,1
11928,26408,33160,29858,29493,2
11929,24953,10270,23446,14560,0
11930,3874,15241,6962,32220,3
11931,19221,5494,19798,2434,4
11932,1299,37254,12139,12234,4
11933,31323,13754,25321,8433,2
11934,22936,22678,3078,21508,3
11935,16932,33112,36019,6371,4
11936,2036,15735,38982,27533,4
11937,6421,34023,28013,33864,3
11938,19586,1551,6409,15608,4
11939,35826,15708,17959,38011,3
11940,30286,4610,7840,23859,1
11941,21352,34655,23910,23721,4
11942,31659,30843,5228,83,3
11943,37322,22812,26332,22821,1
11944,17439,20820,39804,26728,3
11945,30880,22551,14369,9412,1
11946,14875,1296,34662,33056,3
11947,11121,2921,24776,36808,2
11948,28797,18358,20487,30260,2
11949,8784,36590,11740,14875,1
11950,20554,26384,38436,19613,3
11951,8155,2945,4300,23150,1
11952,28815,34490,18318,33,4
11953,29608,31363,923,11814,1
11954,22358,9933,33673,18428,2
11955,6154,31306,9506,21195,1
11956,7085,6041,38500,38778,2
11957,13574,15433,27080,31103,1
11958,14988,20727,20116,6773,1
11959,25715,39486,11146,29390,2
11960,34542,18307,2952,10169,3
11961,22019,17238,106,37554,1
11962,1745,24125,17758,33436,2
11963,17471,5552,16527,13942,1
11964,24763,19230,37838,34154,4
11965,27247,26013,25305,37004,0
11966,28690,18454,133,29623,4
11967,38893,8142,19807,35355,1
11968,1926,27564,14148,13832,0
11969,35344,16798,21751,6690,3
11970,13745,10942,25134,1953,3
11971,6945,16183,1997,11876,3
11972,21177,16637,31868,17561,3
11973,32836,17683,25737,37551,4
11974,33519,2641,15954,22538,3
11975,31123,27000,37286,16929,1
11976,36929,21906,34702,20548,3
11977,25052,4451,536,11173,1
11978,5795,20140,19458,328,1
11979,23610,28515,12550,14341,2
11980,29152,35044,39687,6710,0
11981,6364,31996,13805,33633,0
11982,10824,29545,16183,11859,3
11983,8967,34149,35081,30549,1
11984,9401,22683,8881,7787,0
11985,17739,33925,5559,34483,1
11986,25973,36343,12790,31624,4
11987,23791,9807,9643,1553,2
11988,2020,23084,15109,9342,3
11989,13583,22612,12271,39357,2
11990,468,7056,130,7979,3
11991,27280,20719,27770,34994,2
11992,38460,22997,9074,37209,2
11993,14406,6021,5421,10489,0
11994,23914,37325,29260,1408,1
11995,21470,969,4027,25595,0
11996,16923,4201,7410,36145,4
11997,20798,20459,28107,18875,1
11998,25521,35228,28191,9387,0
11999,33881,34606,34208,7133,0
12000,35864,4896,14688,18866,2
12001,28247,38665,30524,27300,4
12002,7468,5210,36649,336,3
12003,10589,1464,36076,5299,2
12004,26511,16808,16200,9220,4
12005,4115,39356,32242,15253,4
12006,7155,28393,20891,24845,1
12007,16949,27891,34274,11211,2
12008,36588,18434,19340,16563,4
12009,27064,39865,23269,8086,0
12010,23683,11114,26971,20627,0
12011,33951,13292,467,28076,2
12012,5018,4469,18470,7292,4
12013,9615,9888,38246,19111,4
12014,39510,8202,8348,23338,4
12015,2552,33680,37027,10698,1
12016,29516,14285,37393,9632,0
12017,23126,35317,501,9109,2
12018,3211,3041,23294,26502,3
12019,12109,2854,29859,37240,0
12020,32917,33262,30963,16097,2
12021,24800,34862,33351,34497,0
12022,31180,19222,16961,14235,4
12023,22857,25094,661,21802,0
12024,36370,20243,38220,36410,1
12025,15957,5222,8191,32993,3
12026,24137,16368,30542,16163,4
12027,39199,16880,4441,17178,3
12028,10791,24078,30299,22550,4
12029,13070,27932,27865,9515,2
12030,12373,6590,15367,22986,0
12031,25589,3457,21988,19155,1
12032,8396,23614,28548,4871,1
12033,4941,36349,26402,3574,4
12034,20203,15293,13361,19356,3
12035,19374,1186,17358,9938,0
12036,35684,5407,28887,32107,1
12037,17686,29909,16409,22759,1
12038,6769,15983,34426,5881,2
12039,10345,27733,4732,9770,0
12040,14330,16987,2199,16113,3
12041,130,5004,7530,34828,3
12042,28534,16144,23291,11019,0
12043,33928,28678,38944,178,1
12044,23171,23147,12669,24342,3
12045,27343,31377,10337,28643,2
12046,37278,13370,36102,15308,2
12047,4985,17514,8995,34334,1
12048,39068,22331,12604,29488,1
12049,11575,11134,20202,21388,3
12050,15133,16818,14818,13976,3
12051,21097,9180,150,30064,4
12052,27718,11874,39959,7059,2
12053,30927,34524,3571,26873,1
12054,8907,27217,32288,31176,1
12055,6892,15814,25850,10836,0
12056,3750,4838,20818,12716,1
12057,20948,27240,17826,7121,4
12058,15249,26255,39461,17142,2
12059,32210,34520,16619,27260,2
12060,9936,33607,32855,7069,4
12061,36809,39115,28322,16049,3
12062,27212,3115,38322,38204,1
12063,30487,4551,20817,31452,2
12064,30960,16921,36382,14818,4
12065,17098,28644,8297,3745,1
12066,23239,35196,37987,14502,2
12067,19014,8535,8868,20550,4
12068,1250,25816,30897,38172,0
12069,22578,38498,17899,2135,2
12070,6714,28369,21367,9227,4
12071,15505,34528,21388,21073,3
12072,39769,4237,15559,12523,0
12073,27407,4844,21983,31523,2
12074,33047,8183,33852,5586,4
12075,20274,26150,34478,121,1
12076,36418,21073,24090,1875,4
12077,10501,3037,22207,19690,3
12078,10875,15039,3979,6644,3
12079,24891,13579,22973,33951,1
12080,2415,1388,33499,1440,1
12081,21023,4720,39640,3139,3
12082,29101,8230,5525,1758,2
12083,38996,23900,19408,37577,4
12084,13739,32241,628,18746,1
12085,39941,31268,22120,6389,2
12086,37647,32896,16558,28555,1
12087,38546,10201,8050,10563,1
12088,19115,25494,12722,38544,2
12089,22205,28262,27124,31753,1
12090,8852,260,3643,35824,1
12091,37953,22564,649,4748,3
12092,3360,26565,22813,14504,0
12093,32303,9364,33363,37792,4
12094,35055,37828,6143,26986,3
12095,7625,22433,23180,25900,0
12096,6897,8986,18213,20289,1
12097,27590,1315,14391,12177,3
12098,11363,26808,38011,32408,1
12099,17168,37376,21146,30536,2
12100,15503,32899,35413,24520,4
12101,34757,9086,22244,25296,0
12102,39524,11797,23405,25466,0
12103,28285,16064,38621,11587,3
12104,28326,29424,28276,21839,2
12105,24010,3639,7825,10745,2
12106,13903,25864,28527,30289,4
12107,28614,618,38529,23911,2
12108,7204,32162,19334,9213,4
12109,23447,22912,30968,18565,2
12110,34475,37939,21488,12998,1
12111,36736,34996,17774,39271,3
12112,19360,17245,32220,39127,4
12113,5712,37969,36632,27194,3
12114,11882,27473,4046,18007,0
12115,36539,25980,1750,11544,4
12116,12564,24425,14389,28270,2
12117,2513,6413,33024,37622,4
12118,13249,21981,16959,1071,1
12119,23046,17991,32723,36354,4
12120,146,17154,35190,19578,3
12121,30618,31956,33562,23777,3
12122,6573,36520,5463,27763,1
12123,32492,6723,37507,8177,3
12124,34538,36936,36662,25487,2
12125,27933,4222,38306,12055,4
12126,26722,27631,1698,19135,2
12127,38614,30841,9885,31767,2
12128,7408,30121,32279,7897,0
12129,23341,39971,21090,15081,4
12130,39523,32110,4997,1622,2
12131,2481,20232,39734,11009,0
12132,24114,27431,13382,29112,1
12133,14231,30340,36745,14886,4
12134,15151,22715,28830,152,0
12135,27368,39169,37030,39039,0
12136,4652,24101,26536,17245,1
12137,34184,30590,28111,71,2
12138,18569,11379,39482,259,0
12139,12199,20023,7144,30040,4
12140,8591,30619,14888,21333,1
12141,30345,34748,38104,29147,2
12142,32415,26326,20011,23230,4
12143,12991,28183,15155,6379,3
12144,1152,20064,22660,19670,3
12145,36429,31813,27743,33285,2
12146,7507,9641,37624,4772,4
12147,29250,39500,22033,19324,1
12148,7657,6318,33878,35143,0
12149,31248,312,21704,6624,1
12150,7686,38710,13158,13468,2
12151,21422,28656,38117,37336,4
12152,10969,21501,19203,14716,3
12153,29787,28954,18250,4848,0
12154,5601,23261,7773,29928,3
12155,20382,22147,2758,12469,4
12156,31193,33290,21110,38728,2
12157,32125,33213,29125,30646,3
12158,20753,36172,21718,36675,3
12159,21464,38784,12576,7250,1
12160,17467,14153,27019,864,3
12161,19379,23118,21097,4094,1
12162,34296,21259,7607,22358,3
12163,1786,38481,39236,15280,2
12164,16656,31342,18771,12766,1
12165,19476,24528,24555,13449,4
12166,34231,16214,11094,15548,3
12167,11990,31031,15221,31216,0
12168,27626,13930,18900,36685,4
12169,5686,11524,38993,36364,2
12170,29486,12508,36174,9754,0
12171,4484,21028,29768,9761,3
12172,30858,14314,27837,10525,2
12173,17431,5852,12806,5534,0
12174,7889,18608,32545,19069,4
12175,1569,36388,27724,26134,3
12176,9292,2563,14493,23181,4
12177,37291,14436,32484,12833,4
12178,21385,8568,25197,25492,2
12179,28008,1481,35866,3156,0
12180,20343,715,19298,34454,0
12181,16954,15158,13340,6115,0
12182,23489,1211,34357,5794,0
12183,20788,3244,1615,23581,0
12184,23559,37549,16879,20023,4
12185,21267,30404,7634,24405,4
12186,10126,36004,21403,1078,1
12187,35891,9446,29895,4105,4
12188,29288,33195,28158,33583,4
12189,24909,12544,20757,240,0
12190,285,14689,9172,23275,1
12191,38992,17388,29282,6386,2
12192,33734,17327,19226,9354,3
12193,13749,11637,18710,32846,4
12194,939,4717,38973,38131,1
12195,10944,16138,5691,21197,0
12196,8182,4840,32366,39556,4
12197,31327,30297,34726,20207,3
12198,3009,31086,2696,22448,4
12199,8126,32606,2797,20313,1
12200,17631,31753,27676,17707,3
12201,17334,19530,24442,2545,4
12202,38529,39754,375,27510,4
12203,9007,4695,6057,24014,3
12204,30648,39622,30165,25723,3
12205,10385,25561,36917,4380,1
12206,78,39334,10624,2313,1
12207,37023,36472,19435,22526,0
12208,30081,35156,27981,4761,2
